query-id	corpus-id	score
ddf47dcd7108	f03a2ee59df3	1
cab76ee4a5f8	c2e2ac207047	1
038182fa0521	fa31ac4e53cb	1
c3014e976c06	8392438db9dc	1
04651b1521ee	6de18c641884	1
e0536b2020a9	6374afc19e4b	1
5b4e20574216	df2305db7971	1
91f992bbc5c8	d7201b567bd7	1
021b30a9c9e0	0ebd12a82437	1
6918d7383f62	ab4bbde04622	1
750ba0d8517e	774ce9c0bb7b	1
1633acb4af4c	52b8753936fd	1
9c33e0c86f67	6117afe607c7	1
9493ac5d9d73	7f06eb6168f9	1
e4596cedc3bd	bcf3619a3283	1
feb775f4730c	5b5bc5f6fdda	1
ffb5ce01c32b	60b4be294a1c	1
c47f0e9fabf8	8373c9e53878	1
230660626026	1cd8cf069d18	1
cd062b755e80	f9711ad2fbed	1
8e3f4502d71a	4ecc69e25550	1
3eebe449c3fa	7f06eb6168f9	1
29d7500f2947	811ad2d0eefa	1
251d78326195	0af85d1ae003	1
467a14f048f6	847e32b8ae60	1
e39c00e04edb	ecc344f4c232	1
0f1989abc9ed	967b29dde70f	1
e1953bca9087	f84e316ccd9c	1
cfdcad98f3f2	697dd4108e0e	1
48c061a4e31d	7f06eb6168f9	1
484ea454c071	494cf73f5ac5	1
d7d40d83ab72	2db2e7042a48	1
0914ecc8a4cf	15dfbdbac906	1
f3e13843dd32	0f50d3db1bc4	1
7b67a8f72be5	d4fe99124465	1
3fe43c62eb28	8373c9e53878	1
cce1f64583d6	03a607457782	1
10242377012a	ee20efdc1c60	1
ada9266003fc	abbafe1637c8	1
455cf588b3bf	814d42472330	1
9d54a3349703	8373c9e53878	1
504e77c0bda9	f23053729745	1
4ba8fc9d4aa8	7f06eb6168f9	1
88897a601cee	4ecc69e25550	1
73ddab23c4be	7b91eb12132a	1
2c0b77f56dde	b0fb09013767	1
571d80ab3523	719409251bfa	1
1f6423650c9f	8cb73a581109	1
81e33002004e	4e2ae7695234	1
1cbc4ea72497	494cf73f5ac5	1
7240759aad36	ecc344f4c232	1
ea20b1fc62fc	5b1b646375a3	1
74a2e94d858d	005d13795659	1
e9efe4a6881e	95749c6a8dce	1
a9f9bf1542c6	7f06eb6168f9	1
13030d82af23	b857f1444e35	1
070df5e9d4db	895e5449d017	1
e2e61d6fdc3d	0eb51640b608	1
22b4069dd27f	86de7abe41bb	1
6e14889816f3	07ea103c4d14	1
c379b7ee019f	5c5f9123cc24	1
97d1710553f6	e26343e0c2c2	1
3c858a7a6eb7	15dfbdbac906	1
3926723f548f	74469e20dfc2	1
1a60d66ef966	f0b344f2820b	1
c34a4b912305	7b91eb12132a	1
7ee6dee58175	f927819df960	1
961c836bd562	612d2a7f12ba	1
244c34972b0d	47ae023b146c	1
d61351ee5282	06100c323eac	1
912d7a68d5e7	beac1ae1d78a	1
44ea68e6d6e2	b4fbc4933f50	1
4ed12d716e67	1f3c76ec0537	1
1e0b2eb40cc1	8373c9e53878	1
685c56b7eb6e	a8bbed63354e	1
4884955c898e	bd745bab4fa8	1
1d797d98a9a3	e21983ee9823	1
4c40fe7037f8	78898c233f08	1
b7ea46b55f6e	ba3bbae59418	1
3e53c0105711	af59e7ed8dc3	1
5c8bc56bc386	5ba729fb173c	1
5029b529effb	0e5b39c0e0f3	1
3791822108ea	7b91eb12132a	1
7886003eeac6	752c0cdbe57d	1
8cd9225acff0	1047010087df	1
4254075e6cfa	4b82575d5b45	1
60cdb300f5e7	9841b7628918	1
b9339606c2ef	af3c049e8575	1
d0b2945ae15e	06fdbb83147d	1
704c62bb2ab2	15dfbdbac906	1
7f2dd2f3adf9	77c064b3793d	1
8a7ea2a2f375	15dfbdbac906	1
ec028c4e6c6f	ec6b86ce0757	1
2f9cc6a6689e	f0dedf774283	1
adec7be5dad4	f1bfbe46c666	1
e712e174332a	c147a276fc83	1
d5b6786f051d	7b91eb12132a	1
845478df02ee	15dfbdbac906	1
89e4521ba6ad	b93717ee9f47	1
1bd75a58ddad	2dbc979231bc	1
e298b5fe34a8	a1a649df096a	1
5d854afd45dd	46ce50403a39	1
4ad1af6179d8	db62aa47db17	1
67f49963a555	4ecc69e25550	1
8a8e8fd02b83	86f76032d4f5	1
9afe87cd72b8	9ce5819376cb	1
5e26acc4e0b9	4ecc69e25550	1
1b021b7a0748	63184129f7d4	1
59a0f612e5a5	ca898ba6791a	1
199d630336c2	4ecc69e25550	1
3eb231a27fec	285d9e35a4c4	1
9d334261e69e	7f06eb6168f9	1
2fdc39032015	4ecc69e25550	1
65099fb6383e	256dd4c760ff	1
66c3c0cd39c4	816430baf022	1
6cb5aa044bac	15dfbdbac906	1
5f1cc57160f1	d1e4dcaef297	1
5bb86679751a	494cf73f5ac5	1
1bd32fda4c77	15dfbdbac906	1
d475271f0614	4ecc69e25550	1
bcf007fd7875	c6e16c1a3e2c	1
bf83bf25fcbe	0c19bb6f2e21	1
c1542f37c96a	0c3656c4583f	1
166497815efa	494cf73f5ac5	1
2a2c47a76acf	e08c6cd2f6ae	1
81f4ebb1d3b3	ddd5f49554d6	1
07168ff06ad3	20502336e9d9	1
0cc05e9b675e	06100c323eac	1
ebc9c031354d	3321f38ac04e	1
a076ab526f07	c003a1625277	1
de31c79c7727	e08c6cd2f6ae	1
335fa4aa31ad	363d4b5ec448	1
fea3355393f2	5d50f879b1d1	1
f758de4076dc	cae5b29bf8d7	1
7a232e470cdb	147fe0089712	1
d94777926e75	8bb54d54675d	1
08cc2b15d91c	4ecc69e25550	1
70107057ae1f	7eca8f1c8d03	1
bf013ea375ec	05d003685027	1
f8110493748b	0edb4499dcff	1
88f50f3d0986	597cbc37172e	1
8c0ca1c9c228	e08c6cd2f6ae	1
a13927cef869	c53caf48cef0	1
646eba5e06cc	1d03db21be03	1
fb6c7f0b9f52	8373c9e53878	1
b77a70c3d936	6a6583aa92f3	1
5291a2fcdf38	91640f199e98	1
2932a424e419	bd866557661b	1
2e9c42a898ec	494cf73f5ac5	1
1f6d7bc441f8	953a952c2944	1
4f8d059e9005	51e6fc181537	1
290c56ff8293	0e5050de40a3	1
45b6cdf7b629	d9e76db02cb0	1
4218ab2962fa	7b91eb12132a	1
0659482981a7	3b35664ec1b8	1
0ba9be1e3744	b21f37bba7b8	1
6be0c11e9b27	2f58c5937fce	1
4d3f3e9066a0	35e876bbaf8a	1
e9b369e3ca35	f1cb91e0f0bf	1
4599f77c166b	23a91499f29d	1
47deb0509006	7f06eb6168f9	1
b40930c1a9f4	586379418c6b	1
d05b2bd35a34	8373c9e53878	1
310e58e8114e	f1efa23c8fde	1
9a8f7313ba4e	0bc9c8ea5a51	1
46507972e44b	026c89614384	1
4392c1e0f427	43ee1bc62a9a	1
2614fcd573a8	2a1f37852aeb	1
4ab680aa19e2	0f7c3ad34768	1
5039f6e61a72	0feefe5185cf	1
5a28b5d1ef97	847b051cb817	1
2bf79a52a57c	4fc8a7987c56	1
7f06a63b8cef	d314fd67402c	1
43ceb056ef5a	7d8f3bb0e5bc	1
16df7b519824	8744ce04bb6b	1
ebbc83d2e7ed	e08c6cd2f6ae	1
789324af288d	76c0ef3eaa2e	1
b5b07c5bd4de	15dfbdbac906	1
c51e22964e8c	e08c6cd2f6ae	1
9ec5e956ced0	e08c6cd2f6ae	1
92ed6bd1255c	75a9a62090eb	1
05821ff0b443	803390b791e3	1
bf5c54a9454e	9c79e48576b6	1
bec17b0d5103	c28f6390428d	1
4a43d2eabfff	4ecc69e25550	1
57f77d15d7a0	5ee755bcef72	1
d0e627cbfef4	0717dd41280c	1
dd8163e9e055	496765fe6801	1
097502f8c2f0	1179abe3f3cd	1
8b9137978531	30b5c710350d	1
86b6596db8c0	a0b0dcf13294	1
278f34bf6c52	a61a5206326f	1
7070010ba5f0	e19f89c81829	1
4ba02ec9fb39	e08c6cd2f6ae	1
dc4e4f4a0308	c1be9043ba18	1
7ab2a35a115b	dd5a13d6e3cb	1
96c6e2b470f9	9f17b01b9aa2	1
7a29b04850df	a3ace6c99efa	1
2196ce954aeb	29f522239a95	1
ffd29db93544	494cf73f5ac5	1
8ab2c554f773	0241c94a841b	1
610ce722ef65	999f3af18d50	1
9bf2fd570a9e	8f3f1a684201	1
39035425a037	552fe37289e8	1
8baee0ec379a	43de76b3aab8	1
94ea27274b80	4ecc69e25550	1
f353b97a803f	341ba7fd6d7a	1
1e22c3ace850	e08c6cd2f6ae	1
7eded7cbc581	15dfbdbac906	1
fe1afc89c90e	494cf73f5ac5	1
189e076f4281	8373c9e53878	1
efee9d0f8554	b93b10e6fa4a	1
7a55cd42178f	28bea7e03571	1
9393bcba918e	03f6d170a23b	1
c5d6963dcdf2	941d30581535	1
87aa10d43e99	7f06eb6168f9	1
068f1e9b291c	8f4f303f258c	1
22132d1ea68f	f3a44954ea90	1
110f60980f36	5262c93553dd	1
c2b10989370a	ecfa9b7b857b	1
474983a3b54f	c622b2853607	1
a140e989c74b	3b6035d7a360	1
d5204d429738	62d0100b8800	1
d1e54fdf3352	7b91eb12132a	1
fa255d764468	585cbf7db5c7	1
f2b10159c684	d2aef312933a	1
62b3a7296c79	e08c6cd2f6ae	1
ee89ce65a0d4	6ee9890927a1	1
bf8d509f48c9	15dfbdbac906	1
9de13d46a760	4ecc69e25550	1
64085d924713	529ad1b4ad6f	1
3e10dbfa910d	4ecc69e25550	1
e5cdea68b6f5	e08c6cd2f6ae	1
f269f5e61294	06100c323eac	1
4b54b775868d	6ec4d17207a3	1
569b6e44c468	a41dd66e6e37	1
933111dc0e53	95311d3f2247	1
69cfb05077e4	0b30c16b7766	1
725cffc213a2	f430fa809b49	1
493293324a27	12d7ae450a68	1
1d79ec811b6c	7f06eb6168f9	1
7b69f175eec8	4ecc69e25550	1
033885f2446e	c3bb18399b42	1
c7602eb7f4e5	cc25096054b6	1
5228cd944e60	01a7e00ad0c5	1
bd6a23dc69df	8373c9e53878	1
7a50c0483c2a	2ede0a79b70e	1
139f50029280	ffe6068151aa	1
f0728f4e9f85	86c64d7d38e9	1
386f3ef5b51b	8373c9e53878	1
ca37017903b2	4ecc69e25550	1
bc3642f7c722	adf33fa58ea2	1
761034792dac	eb137ba8499d	1
613364c10fc6	a01b1198424c	1
ef5338a1e72c	16fad44f1ac8	1
8a90476b099d	aea983a10e2a	1
d95bb60144f1	15dfbdbac906	1
f79fbd938c9d	15dfbdbac906	1
b8ad2e200774	e08c6cd2f6ae	1
51bad0c5453f	7c9a7a4fba8d	1
9c7d8745a27d	15dfbdbac906	1
d1c2114db276	f33ccf92411c	1
f6a2d8245023	32fc88c7b8ba	1
a1df002bd73d	84bfb35bf501	1
e4b61e480318	3851efd7c232	1
3dd58cd9f7c8	127d9bf869c8	1
803b42576f2c	2ece000b12df	1
782c687a46de	e08c6cd2f6ae	1
709f6b7ef438	e08c6cd2f6ae	1
357c2da8969e	7f06eb6168f9	1
5ab469a41ef1	875a5e9c5460	1
77cc3abf2e55	f9c408332208	1
df560933088f	15dfbdbac906	1
2f08fe8ebfa3	f85c7f7eb140	1
5f699029bff8	19ca4ae42f27	1
0a036e016aeb	9bc1e42b883f	1
fa46e59ebd9e	a34cec2ed646	1
e20be59191ce	06100c323eac	1
0dbb530ed809	4ecc69e25550	1
38978b060e97	cb0e942e9685	1
749ba5ba4599	92c74066cddf	1
4ff81f9d86f7	7f06eb6168f9	1
26a6de10de59	d30e077e4e59	1
7e0b2f2fea38	1c69ae4e40a4	1
4984bdff407f	1998b69db2b5	1
84f154c3e2a8	526b50f1fcd8	1
3fe2b0f898ae	8373c9e53878	1
b7ca2ebb5272	494cf73f5ac5	1
22244b78923b	7f06eb6168f9	1
f90a480b7e19	15e456340265	1
592a29abc2be	7f06eb6168f9	1
58251ef407f6	43eb0380d119	1
73c5c51f09fe	f0d482e3e33d	1
8753dfbf0efd	4ecc69e25550	1
93808d75ba6e	94d8686bc4d0	1
c8235721d9dc	a18976b5c055	1
4114de60a0f6	fe6fa69080a3	1
19393ae6aeda	a8bc869347cb	1
36136ab2be0f	e22857023c3c	1
c87daedef5a2	c67aa0a5114b	1
814a9ba804a6	a2b1fd695b28	1
8db1fe4977a9	844256406314	1
91ac9213eeec	d83414c37d8d	1
126c47b28891	83a18fe6c6c0	1
a899621416f8	7f9a067aa44e	1
7e566b4edad8	4ecc69e25550	1
ded17a365028	57d5df3a9c05	1
1b9815ac4034	e5c8e139d067	1
4259f6f7dee6	0073e38a3238	1
9d63beca78d0	06100c323eac	1
259db050f2a2	ffa4f94653f2	1
1cde346e2ef9	5b71d2f5635a	1
2229352bb4bd	d0e9f8937cb6	1
6b471da065be	05d003685027	1
62b4ab82a8e5	494cf73f5ac5	1
423b11a081e1	d41b1c1a4fb9	1
030c95c1ee26	7b91eb12132a	1
2aab63914c68	15dfbdbac906	1
fa10b2a815fa	51c076e61a75	1
4a8fc51b9f4d	dbdf37b57127	1
37acaa7050d0	8744ce04bb6b	1
78005dbbe58b	a83747ed5d11	1
9e3b42eb6f8b	e08c6cd2f6ae	1
f820f4bf3a2f	8fa7239de3ff	1
b2b30019c97b	7332615c4567	1
06ac18100950	daf575ed8b6b	1
185134edbe2b	4ecc69e25550	1
d1b2e2a2846e	3b9e28a87d7f	1
5723711de642	99d93af2b177	1
24b304cdbedd	e08c6cd2f6ae	1
6bca33b145ad	e58b1cceb0db	1
ffb9f92ed0a1	7d47ed414680	1
a205726be2b5	15e456340265	1
82da637ef9d8	7f06eb6168f9	1
5170e8856f4a	eb655731e55b	1
8b03a73a65fc	4d021f0f5395	1
61dc2ae60d3a	cd1a7d06e62c	1
a4089a581e6a	494cf73f5ac5	1
bd3c81351256	1fb91276ba92	1
fa0c24245b5c	8373c9e53878	1
b5887060f284	5b7c3cf16b78	1
6eb9b3afe4bb	7b91eb12132a	1
6db61e2b0d59	c48c51139170	1
8d6aab272e46	8373c9e53878	1
fb23c4057fe8	4d021f0f5395	1
58b342c87c56	06100c323eac	1
af402d01c084	454a8d3f2214	1
190b1a5082d4	494cf73f5ac5	1
e775cbe30410	c5cbe3fc8cc8	1
ba45cc685845	cff904c3c4a0	1
de48444bb212	78d50f2df85f	1
f3ee95320fea	95eaca174dfe	1
4ab7af1f2dbb	2f58c5937fce	1
6509d4276f9c	86b4e8dc2864	1
793530fcc47b	494cf73f5ac5	1
4f5f34cb3e3a	a6bfa2016d33	1
14eade82c9ce	15dfbdbac906	1
e043c3ac8f02	15dfbdbac906	1
418363869015	5ee9d20e1e4e	1
9576a4a230cd	dbb789fe09e2	1
cba33fc0523b	49091fa9932a	1
769b5c92bb94	4ecc69e25550	1
64c03043d526	3d9c59ab4a8b	1
2ce4f17c5bb9	4ecc69e25550	1
23ee4fac1ae0	12c7349c4f0b	1
49ab17d39baa	94a3b2da17f3	1
fe75beac2eb6	8eb8924c0d87	1
f702ba84d235	c07f3b6245ad	1
b80509d909ae	06100c323eac	1
faf41884d952	15c20d95c71b	1
567e85059dd2	efe183b0cae1	1
ad230d11fc99	06100c323eac	1
9eef304691e9	7f06eb6168f9	1
70c8eb396b54	5b313df80ae8	1
7bc203b3a321	7f06eb6168f9	1
35f2a27ba9dd	7b91eb12132a	1
2a14b3239483	aef0c357a403	1
3e8d387505cc	449f0ca1e675	1
057c444f73c3	f0dedf774283	1
5543e441b859	f1bfbe46c666	1
e3a0c29b3643	12f168bb6a8f	1
74f2fb19ba8e	15dfbdbac906	1
12589fce165b	945d24ef1ebc	1
e5298471a1a1	e08c6cd2f6ae	1
e78802bf58de	3c8335a86ede	1
7c6648335bd2	e3e90914da16	1
b77593ace8d9	e6b9faa2083e	1
019d29de5663	47e805581d2e	1
89c1f792e47f	6dbc5bc50cb7	1
d0f55550ad46	8373c9e53878	1
2c3cda6391b4	e08c6cd2f6ae	1
139932e55534	486bf5037bb5	1
f0fcf9119cac	15dfbdbac906	1
3b00a250b2b9	d19eef9b4f7c	1
2b18344fb7c5	d59099d1708c	1
d1b6a7c25cc4	421115de4614	1
0e5b3301589d	cbed0e085c7b	1
9ea01821cc16	8661db5103c8	1
2f220e6a490e	163968ad26be	1
9152bdeaac39	97b2dfe7880b	1
28e507d94ecf	c44a999c997d	1
3ca8242d5d4d	d155653ebf0b	1
74e46b626d2b	847b051cb817	1
11b355f748ab	30d5c7b7b4f8	1
961002723e6e	436a22c98152	1
899381284ef3	e08c6cd2f6ae	1
2fc2c9077022	af130dfc1bee	1
cbbc51b38ae6	3568351532bf	1
790d883274c3	4ecc69e25550	1
2589bd6c069f	458bfa7053d4	1
b78d9ac3aaae	cf296a642bb9	1
ee42d07fab2a	5b75a4c53215	1
085f404e579a	3a1c75d15433	1
9fe992db44a2	52828d11ab13	1
db83c7106dfa	eccba48b25bd	1
50033bb1e968	06100c323eac	1
f10243a63841	569ed2259513	1
0a8dac01c210	914940c32b62	1
6f0e0d53ce9b	93a48c401ab6	1
2a3c232f1941	7f06eb6168f9	1
697c0a921bb1	4b893f4c40e0	1
3f31a883449d	3ba34ac7dc32	1
55880f89192d	e08c6cd2f6ae	1
c953c827d5e8	a38a9a9ae205	1
17cfa45db73e	7f06eb6168f9	1
9dec87c8cc71	f26b59668983	1
cb89adf3cc7c	7c9a7a4fba8d	1
95e6710af90c	8373c9e53878	1
593507bc5b67	10e6977c3822	1
2cf9b07c782b	9698c77a85d9	1
f07c42d4428e	18850e41f7f8	1
e30fbfeb37ba	249f52a85d93	1
3d8aacc6c23b	20d16d9dcc71	1
3102ef978455	7f06eb6168f9	1
7d2bf71a4afd	4ecc69e25550	1
c607be70ccd2	9e6ed650bc21	1
03de3356769e	1d798f5fda46	1
7253d4ae5d4f	35e876bbaf8a	1
9047da90c705	1c2f0dcdbe29	1
57a908c27f6e	b00125265d0a	1
44bddbf2cda3	6d265ceff563	1
19b67d24c0e7	4ecc69e25550	1
91c6c8e85583	6e73e54be3cb	1
58255427d677	607a0f023089	1
3db4b3a12128	1bd97e80cd0c	1
ecd632f6131d	06100c323eac	1
57686df1081c	92e9d71e2ef6	1
503a0c0a1afe	69846ff79f62	1
f2a8ac474e43	ac01103b1d93	1
fed5c2449559	f753479008fc	1
88cf0443131a	4344c4178ab5	1
0bb5465560f8	44b3bd2a2c1b	1
f0a7ad4ff5f8	7872d72481f4	1
54acdbec1be5	c8c5a314d1fb	1
13f9a3143cb0	e5d10961d00a	1
5ae5a2134631	4559b0ef8df7	1
4891f098bf15	0463bdbc887d	1
6e1ceef80322	0c19bb6f2e21	1
dd4cd801df3f	7536473f80c1	1
e093b8452256	6be46a505a86	1
ff40abb5f2ee	0d026170a861	1
f65887e94953	4ecc69e25550	1
9fae10a5b5b8	4ecc69e25550	1
28668b26815f	5c44d7c91a83	1
9541423e9923	9a09e8a2f546	1
ed6ce703f7bf	c95d993ad1db	1
6fb9253b5d24	e06c22310734	1
c3a025c2de1f	06100c323eac	1
ca0f415a4015	433f688e1f65	1
c613435f7b7b	bc6d3568ec91	1
7a7bb203e512	34dde1173c97	1
96d0f47047cd	15dfbdbac906	1
386ae17921c2	8e87c53f780a	1
3785556664f5	494cf73f5ac5	1
6f7397e30edd	65aa59fd6407	1
2f6c8da116bf	98b128fbc225	1
43554eb2dfc3	454a8d3f2214	1
849eac2c337b	134b493b248c	1
2c2835f2282b	4dcb37bd4e64	1
e844c4f7cb7c	73f34101fad2	1
6547f31b7518	f510e924b384	1
a4ca2e82565e	15dfbdbac906	1
57c9a17912ae	06100c323eac	1
ebf74d1f4b6b	3b6035d7a360	1
fa14f6bcba37	8373c9e53878	1
c8bf0c670495	f2a3e895d8a8	1
ffd76946e8d3	d0e9f8937cb6	1
20f38f477182	f9fdaabccbd6	1
457c2c1cd64d	5bb408d5ead8	1
7ec731ac5cbc	425960a13225	1
bf2e656854e7	494cf73f5ac5	1
c8bcd449f435	01e2245f1612	1
3d461701bf76	e877cd4e3ffa	1
a8128316dea5	bb5400dbf2d9	1
97419dc5b9d3	508355f9765f	1
3f163d321897	0b2c32ec5a55	1
a109f18c7eef	af130dfc1bee	1
165a5f277a6b	c2c668691f24	1
a063105c91ee	622ad22f4d0a	1
42a3d1eb4b42	683255166842	1
ddb22a481a08	7b91eb12132a	1
c2366bcc0205	667573b067b1	1
74da2ef0c3d4	8373c9e53878	1
95c61c5b4826	1ac49768ebcb	1
187073577761	c6715dda39f6	1
6e863c6bc0f9	c8d6d500559a	1
17437bb22c84	7f06eb6168f9	1
6d884626af6e	15dfbdbac906	1
5bafe9633e0f	db94462c2039	1
0c6e68e52257	a60914df8110	1
bfeb5471f40b	1db3434b7af2	1
5eb20d334cb8	a3713d036caf	1
97b1596bc891	8373c9e53878	1
a59d3625672f	0ebd3b15ca8e	1
77e3d8f58164	5e8b9bddc521	1
ee32fc4fd16d	f84481096cf2	1
78cf4baffc82	4ecc69e25550	1
12b5d957ac94	7b91eb12132a	1
821a5ebcb9fc	8373c9e53878	1
c2adfc5ea341	3b9070192c1d	1
51807f4ad369	e08c6cd2f6ae	1
e1ff4f023bdc	8373c9e53878	1
2fb225043e7c	6283ce987131	1
a87d2154575b	81fb4057aa1f	1
9180747aae5e	7f06eb6168f9	1
e8e8de98e87c	1756e906236b	1
897cc8288dea	5e894abdc113	1
682ac78cadda	055453e328e5	1
f39babfb4eae	15dfbdbac906	1
c240bab5439d	025f6003f92d	1
9edf67b3e419	4c03e6582a2b	1
4c43bdc897db	d47eaec8571d	1
cf5473ad40e8	394db6b74b47	1
683e1d7e1d36	67f28e4f91ad	1
ae0f9a2e8a85	a6ec43459e31	1
a5a3c09855ea	1cca49779ea6	1
650e06b1f967	444a3f371937	1
82d695701d89	9d0c6b35bd11	1
608febf9ff66	756d99f91163	1
aefdadaef5d9	bdecbddee4fb	1
164578b0245b	77c064b3793d	1
712883442155	153bc3d952ea	1
22a6e583c4d1	2b21c81f6640	1
8cf8ba5f1dc1	28cb555554e8	1
491a5cde9b01	e47dfe3aeb04	1
217e7d59f866	914940c32b62	1
2352507e024d	058a99f87c1e	1
bb71d90e52b9	7f06eb6168f9	1
f14ab8cb19f7	ee512b000cb1	1
601f465faaea	7f06eb6168f9	1
5b8c548c51fe	f9f0fa534120	1
9fc8a4f3d49f	8373c9e53878	1
f36fe433f32c	371da39fdd3d	1
a7aab5c43a06	5400d0b3500e	1
547ab9a79ee9	06100c323eac	1
ab214690d4b4	0ee333851d7a	1
c1fac38f7372	ffa4f94653f2	1
7540992c06b3	06100c323eac	1
41aceeee0339	252c896e43f8	1
37aa934ed3a4	065dd5865418	1
4399dd89a7fa	790e8ebcb5d3	1
0a4e29c16865	43eb0380d119	1
68ff599f0677	11e4f2a6bb81	1
5ad77537729d	e3ed75c1e207	1
1947e280fcca	631f6d28e6b9	1
ee8f0201c260	53263cebf44a	1
4e95bf240699	494cf73f5ac5	1
e39fdf0dcd37	134cd6429806	1
c32519336e66	1a98e787e852	1
f54080db68ea	7f06eb6168f9	1
1eab5b9a329d	224b31151f46	1
1bdaa4b609e5	9bee4abfe97d	1
2f56c62d61a4	dbb1d32d8f36	1
e0a1da764c95	8b8fed5af328	1
b47fed6f3122	7b91eb12132a	1
e250f9c5559b	a7fa0d6813be	1
8a330dc7fcb1	7f06eb6168f9	1
a155b8e29d70	697c85626975	1
57a902779042	4db9e7f23d61	1
5e6220ac1a29	7b91eb12132a	1
c7c610aea50f	413b44b72235	1
a43bd54af3c8	7f06eb6168f9	1
8aae21f7e34a	d5353486c045	1
f5d3fa0a3b89	067ea23488f0	1
3f2f3f5cc9b0	0feefe5185cf	1
daa90531e32f	98717a108104	1
192f6c51074a	a74465c119ba	1
5462bdb075ce	494cf73f5ac5	1
06ed1413e76f	9ce534a9debf	1
5754dff55157	c481c7c24b23	1
57f3a4a30672	22aa316b7ed4	1
79f5abc77d9a	4eefda2b1b02	1
d627ec0e6f57	0aabbf207cfb	1
d51c809fb158	cfb0ba720717	1
f258b10fb300	7f06eb6168f9	1
4118d30565d7	6489b7d7d66c	1
830b8059b777	8373c9e53878	1
8987a8fdd76d	494cf73f5ac5	1
05908c373d82	7f06eb6168f9	1
4d968922c509	19d0586bfa62	1
9d955912392d	3f01626ff623	1
810ec49d9402	0928851b9430	1
b12691297b54	a8b991286715	1
4e5443298eb4	06257175d78c	1
5c4289e53d60	71ba32dd35dc	1
5d636369007e	9dc531b6721f	1
2f41fe36edc1	816430baf022	1
16b759ad5dc3	06100c323eac	1
6d989fdb9a8d	15dfbdbac906	1
bf98d9c05a41	d4bc80970528	1
f00e10d84032	7b91eb12132a	1
e8f535985244	69940514262c	1
9a9fae7e3db5	4f298700d658	1
16fc897a44dc	494cf73f5ac5	1
449d62fd1426	e08c6cd2f6ae	1
54e5d0e77cc6	9ef4577ae9a5	1
c8053c17fe2e	7b91eb12132a	1
9de4fcdeaf90	f5aace7040cc	1
6f1ff78d5f5a	4e7269e62351	1
6921032802ad	95631a3cf473	1
64617fc52bd5	93480eaade48	1
ca566b8911f4	9f4b5e61cf58	1
2341ff468234	e52b539d4443	1
4197d3446773	8e0d8c330b81	1
ce6185555e03	94d8f5047e8c	1
